SNORD12C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIRLET7D,-0.17059392,0.3871115,-0.5011302,-0.035772566,-0.20408352,0.19652316,0.38535905,-0.17900117,-0.2504059,-0.22973517,0.054053232,0.1617171,-0.5833805,0.16386536,0.09372651,-0.4159037,0.23815179,0.98532254,0.44351655,-0.34309095,0.16004924,0.09490827,-0.44720563,0.12443175,0.39522392,-0.025747068,-0.2732098,-0.086142115,-0.35729462,0.29095885,0.26466945,-0.18976152,-0.6823492,-0.09585065,0.79982084,-0.08183315,-0.35273206,0.5345054,-0.033883605,0.12534972,-0.38459182,-0.33801976,0.06428966,0.28917536,0.12822889,-0.5478498,0.09562788,0.5222951,0.5453254,0.1346601,-0.56475693,0.072650336,0.03436989,-0.00024967093,0.092523344,-0.05259726,-0.3326064,0.0143325245,0.30719757,0.085041404,-0.6946822,-0.5579083,0.24637394,0.555568
HOXC-AS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT1M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MT2A,-0.45431516,0.17408471,-0.09718244,-0.68488026,-0.67371213,-0.4301542,0.2860048,-0.36252192,-0.6901758,0.26227742,0.4108331,0.24278381,-0.15317191,0.17623354,-0.4726469,0.3522736,-0.25524986,0.21679346,-0.7374613,0.31341428,0.039467655,0.4780538,-0.11613825,0.61149484,0.51106954,-0.4251408,0.045300752,-0.24045561,-0.11483055,0.12910412,-0.30350816,0.266013,-0.5908079,0.3456355,0.021728942,0.24622704,0.02136957,-0.35583618,0.7947599,-0.46713576,0.16662048,0.01877632,-0.020780224,0.7112133,-0.03392472,0.181992,-0.15268388,-0.37718055,-0.014497398,0.33726615,-0.19321331,0.6103158,-0.004477436,-0.9645183,-0.2880343,0.19805664,-0.55268013,-0.742342,-0.17097372,-0.21075478,0.4531206,-0.6777654,-0.28877866,0.7238666
HAMP,-0.33414587,-0.15334812,-1.1380764,0.25943586,-0.38104925,0.87338626,-0.118375815,-0.34473795,0.15640678,0.7354566,0.16158877,0.065202765,0.88888776,-0.7094067,-0.105385,-0.05642308,-0.23717552,-0.28059644,-0.170316,0.2118469,-0.27542204,-0.24033241,0.8159218,0.101671346,0.5433083,0.32129532,0.21409604,0.18845588,-0.049691807,0.39228123,0.077845745,-0.5436001,-0.38884425,-0.6222377,-0.23751251,0.9209285,-0.2088437,-0.16169879,-0.4428891,-0.023475777,-0.39867213,-0.6575663,-1.0062999,0.050055154,-0.022229644,0.329293,-1.371367,0.6521401,1.2046324,0.015709188,0.008714012,0.26138932,-0.41399035,-0.5344311,0.42016393,-0.0859151,-0.31875706,0.3950167,0.1608151,0.6265993,-0.36673802,-0.64936167,-0.328018,-0.44787407
MT1JP,-0.3900921,0.5654904,-0.27324685,0.02909446,0.0882713,0.06573876,-0.13137822,0.006150767,0.28101006,0.28263986,0.66385394,-0.7655657,-0.36211783,-0.74162734,-0.21419561,-0.41316035,-0.46286345,0.37429106,0.32657424,0.21522847,-0.1749085,0.022310162,-0.72704625,-0.42525265,0.022683999,0.66660625,0.18653001,-0.6751145,-0.3498107,0.09432057,0.3459556,0.3928557,-0.3553698,-0.22603233,0.7448066,0.27823958,0.10791662,-0.08980508,-0.19928126,0.1753357,0.53692025,-0.13240969,-0.023327153,0.35779724,-0.2372309,0.1704806,-0.4851436,-0.2660706,-0.21709934,-0.24765651,1.0955299,0.040033296,0.15958437,0.13529761,0.165273,-0.17599122,-0.4233374,0.59392554,0.23088963,-0.2583952,-0.19029425,0.47455743,-0.36146346,-0.93970746
HULC,0.4231964,-0.16698161,0.11439542,0.32138067,0.017149433,-0.427122,-0.16252258,-0.022013495,-0.44314444,-0.5347602,0.4739246,-0.34518775,-0.041378673,0.1572954,-1.1040244,0.409115,-1.3028569,0.4017441,-0.41311,-0.1431759,-0.68264425,-0.18752685,-0.8107386,0.88596815,-0.13665903,0.10151947,0.13484034,0.034255106,-0.2621861,-0.039435588,0.75028205,0.56790245,-0.45425457,0.6434973,-0.046685196,-0.0107246945,-0.89490885,0.6140472,0.6517653,-0.21591783,-0.3921608,1.2361234,0.24182762,0.22266158,-0.32789716,-0.7159776,-0.31177062,-0.5572098,-0.15986362,-0.69219226,-0.4989159,0.0060098283,0.0036189388,0.6221715,-0.17769077,0.24326868,0.14322923,0.02111149,0.32227105,-0.26388174,0.06481039,-0.21971972,0.8740103,0.116996355
S100P,0.09925031,-0.46724105,-0.71448845,0.5627856,0.09319682,-0.011240893,-0.011584163,0.37847474,-0.40806687,0.52658767,0.10181098,0.14836608,-0.25568038,-0.78811604,-0.09360226,-0.65808225,-0.5668792,1.095879,-0.35296172,0.7512372,0.14681856,-0.11621414,-0.2960133,0.28707692,0.7808294,-0.01711514,0.17503041,0.7793101,-0.09809352,0.027489785,0.316635,0.9773681,0.20332909,0.257886,-0.26975465,0.099867985,-0.5043118,0.10951217,-1.021142,-0.44398052,-0.013884581,-1.2659062,-0.021955295,0.27979752,-0.46562365,0.32070255,-0.97563136,-0.14263792,0.6934726,-0.22827871,0.1430395,0.18945599,0.47532272,-0.21849875,0.25509164,1.1117842,-0.4181012,-0.36992443,-0.3740749,-0.21494785,0.38770387,0.29025546,0.46417898,0.46809536
TFF1,0.76509535,-0.6244819,-0.4422038,0.6494808,-0.80712044,-1.010329,0.6110286,-0.26437578,0.28478315,-0.2693437,-0.21899547,0.5229388,0.22236294,0.25197554,0.15169497,-0.15929253,-0.98074967,0.6097705,-0.5110186,0.062356893,0.31732485,-0.4984872,0.07836362,-0.50306624,0.19840969,0.10712755,0.5448997,-0.616281,0.37620643,-0.543732,0.10900467,0.5284046,-0.29438004,0.010828336,0.045774262,0.758736,0.5545587,-0.36887908,0.5713658,0.45683512,0.7877255,0.19883321,-0.042145286,0.062275205,0.19128083,0.46175554,0.14267005,0.18329929,0.50277215,0.33166823,-0.17131902,-0.33464903,-0.3431931,-0.06205878,0.6814926,0.18079634,0.33430004,-0.20180444,0.77533984,-0.31110796,0.8693764,-0.017235968,-0.20865554,-0.27230904
